,Unnamed: 0.1,index,NDVI,AWEI,NDWI,MNDWI,Unnamed: 0,DHSID_EA,cname,year,lat,lon,n_asset,asset_index,n_water,water_index,cluster_id,adm1dhs,urban,path
3885,3885,3885,0.029196283,-0.033383425,0.018893152,-0.30758345,3886,IA-2015-7-00050820,IA,2015,26.225331127,84.358883947,23,1.65256623469554,23,3.43478260869565,50820,5,U,dhs_train/IA-2015-7-00050820.npz
3886,3886,3886,0.02986618,-0.06738602,-0.014547657,-0.39217007,3887,IA-2015-7-00050821,IA,2015,26.117110128,84.405575566,19,-1.62755436717905,19,3.26315789473684,50821,5,R,dhs_train/IA-2015-7-00050821.npz
3887,3887,3887,0.0015855537,0.048019063,0.056637462,-0.3233907,3888,IA-2015-7-00050823,IA,2015,25.197075956,85.517599665,22,1.94811038831539,22,3.18181818181818,50823,5,U,dhs_train/IA-2015-7-00050823.npz
3888,3888,3888,0.09442156,0.09488786,0.037996527,-0.36508033,3889,IA-2015-7-00050830,IA,2015,26.416577171,85.92159852,22,-0.269996912664306,22,3.18181818181818,50830,5,R,dhs_train/IA-2015-7-00050830.npz
3889,3889,3889,0.040597863,-0.019425651,0.03917052,-0.36475477,3890,IA-2015-7-00050832,IA,2015,25.988926044,84.329912201,22,-0.174903756362011,22,3.72727272727273,50832,5,R,dhs_train/IA-2015-7-00050832.npz
3890,3890,3890,0.094512865,-0.17723417,-0.033930123,-0.33994865,3891,IA-2015-7-00050852,IA,2015,26.596890591,85.292041864,22,-1.58509897090553,22,3.36363636363636,50852,5,R,dhs_train/IA-2015-7-00050852.npz
3891,3891,3891,0.037990913,0.1404463,0.068702646,-0.33279255,3892,IA-2015-7-00050860,IA,2015,25.186236473,85.072114602,22,-1.21003517367041,22,3.22727272727273,50860,5,R,dhs_train/IA-2015-7-00050860.npz
3892,3892,3892,0.02108482,0.008422362,0.03535193,-0.30209792,3893,IA-2015-7-00050872,IA,2015,25.641244,85.004697112,22,0.289421894121275,22,3.36363636363636,50872,5,U,dhs_train/IA-2015-7-00050872.npz
3893,3893,3893,0.014402848,0.17514142,0.06341014,-0.31262764,3894,IA-2015-7-00050898,IA,2015,25.922525824,86.028110281,22,-1.53137344537835,22,3.54545454545455,50898,5,R,dhs_train/IA-2015-7-00050898.npz
3894,3894,3894,0.035083417,-0.09510114,0.02008542,-0.31824118,3895,IA-2015-7-00050913,IA,2015,25.181191973,86.085791836,22,-0.486401386417246,22,3.31818181818182,50913,5,U,dhs_train/IA-2015-7-00050913.npz
3895,3895,3895,0.022711437,0.17730366,0.0683928,-0.31280264,3896,IA-2015-7-00050919,IA,2015,25.249289632,85.390030922,22,0.116266146675031,22,3.59090909090909,50919,5,R,dhs_train/IA-2015-7-00050919.npz
3896,3896,3896,-0.03354654,0.014175905,0.08854545,-0.29368082,3897,IA-2015-7-00050926,IA,2015,25.155123419,86.230852117,22,-1.14854266170829,22,3.59090909090909,50926,5,R,dhs_train/IA-2015-7-00050926.npz
3897,3897,3897,0.09086137,0.042110667,0.03468801,-0.33685502,3898,IA-2015-7-00050928,IA,2015,25.928680511,85.688441848,22,-1.80675478940679,22,3.54545454545455,50928,5,R,dhs_train/IA-2015-7-00050928.npz
3898,3898,3898,0.05273581,0.072390944,0.02164162,-0.3102701,3899,IA-2015-7-00050942,IA,2015,26.088397256,85.899567847,22,-0.296195733386355,22,3.54545454545455,50942,5,R,dhs_train/IA-2015-7-00050942.npz
3899,3899,3899,0.08973762,0.060338378,0.02931686,-0.3172452,3900,IA-2015-7-00050943,IA,2015,26.474075835,85.641545004,22,-2.20481205245691,22,3.18181818181818,50943,5,R,dhs_train/IA-2015-7-00050943.npz
3900,3900,3900,0.025388869,-0.07863547,0.04092855,-0.36197063,3901,IA-2015-7-00050951,IA,2015,25.556553545,84.143705988,22,0.843324383415979,22,3.36363636363636,50951,5,U,dhs_train/IA-2015-7-00050951.npz
3901,3901,3901,0.04114854,-0.06222164,0.01718693,-0.31160516,3902,IA-2015-7-00050967,IA,2015,27.002140334,84.737464586,21,-1.8359137466371,21,3.19047619047619,50967,5,R,dhs_train/IA-2015-7-00050967.npz
3902,3902,3902,0.08118985,-0.42435542,-0.029709429,-0.37211928,3903,IA-2015-7-00050974,IA,2015,24.736268305,86.424443445,22,-2.37470432786147,22,3.18181818181818,50974,5,R,dhs_train/IA-2015-7-00050974.npz
3903,3903,3903,0.03694513,0.02774088,0.04981226,-0.3766043,3904,IA-2015-7-00050998,IA,2015,25.219921686,85.642927909,22,-0.735246805631313,22,3.27272727272727,50998,5,R,dhs_train/IA-2015-7-00050998.npz
3904,3904,3904,0.046861485,0.098214224,0.036749244,-0.31985167,3905,IA-2015-7-00051009,IA,2015,26.511573711,84.052672147,22,-1.05169981945276,22,3.72727272727273,51009,5,R,dhs_train/IA-2015-7-00051009.npz
3905,3905,3905,0.06474933,-0.009425772,-0.012980602,-0.35995364,3906,IA-2015-7-00051010,IA,2015,25.58523826,85.032184514,22,2.24242933811892,22,3.81818181818182,51010,5,U,dhs_train/IA-2015-7-00051010.npz
3906,3906,3906,0.08481309,-0.03160223,0.0034615297,-0.3363074,3907,IA-2015-7-00051025,IA,2015,25.992465198,84.82426658,22,-1.67477584338323,22,3.18181818181818,51025,5,R,dhs_train/IA-2015-7-00051025.npz
3907,3907,3907,0.05762015,-0.058089666,0.013866211,-0.35183114,3908,IA-2015-7-00051028,IA,2015,25.833234416,84.748389702,22,-0.218345073335182,22,3.36363636363636,51028,5,R,dhs_train/IA-2015-7-00051028.npz
3908,3908,3908,0.031108314,0.23883443,0.070350334,-0.31274247,3909,IA-2015-7-00051029,IA,2015,25.727912305,85.282313348,22,-0.97882997071358,22,3.18181818181818,51029,5,R,dhs_train/IA-2015-7-00051029.npz
3909,3909,3909,0.06414448,-0.22981273,-0.018831087,-0.3227968,3910,IA-2015-7-00051031,IA,2015,26.442142507,84.573347091,23,-0.821869988127046,23,3.8695652173913,51031,5,R,dhs_train/IA-2015-7-00051031.npz
3910,3910,3910,0.045817755,0.07098451,0.039996825,-0.36093545,3911,IA-2015-7-00051053,IA,2015,25.253312528,85.14306291,22,-1.69780479877199,22,3.18181818181818,51053,5,R,dhs_train/IA-2015-7-00051053.npz
3911,3911,3911,0.11406076,-0.18742327,-0.0320934,-0.4037417,3912,IA-2015-7-00051061,IA,2015,26.750788401,84.713225744,22,-2.1330984814296,22,3.22727272727273,51061,5,R,dhs_train/IA-2015-7-00051061.npz
3912,3912,3912,0.0063555576,-0.14593804,0.03613958,-0.30030814,3913,IA-2015-7-00051062,IA,2015,25.584927423,85.507996334,22,-0.638782151977024,22,3.27272727272727,51062,5,R,dhs_train/IA-2015-7-00051062.npz
3913,3913,3913,0.072850935,-0.24048334,-0.036415033,-0.3540337,3914,IA-2015-7-00051072,IA,2015,26.773179046,84.333015398,22,-1.94090175004913,22,3.40909090909091,51072,5,R,dhs_train/IA-2015-7-00051072.npz
3914,3914,3914,0.08965782,0.036708612,0.020598713,-0.31276703,3915,IA-2015-7-00051076,IA,2015,25.884205735,87.122264467,22,-2.17065424023852,22,3.54545454545455,51076,5,R,dhs_train/IA-2015-7-00051076.npz
3915,3915,3915,0.066228315,-0.091688745,0.01774416,-0.35836205,3916,IA-2015-7-00051088,IA,2015,24.911450614,83.794256794,22,1.45335927874822,22,3.54545454545455,51088,5,U,dhs_train/IA-2015-7-00051088.npz
3916,3916,3916,-0.019677503,0.24668118,0.09672175,-0.31662562,3917,IA-2015-7-00051092,IA,2015,25.213273835,84.98520617,22,1.82886309880172,22,3.63636363636364,51092,5,U,dhs_train/IA-2015-7-00051092.npz
3917,3917,3917,-0.004646028,0.07539586,0.060776774,-0.3482883,3918,IA-2015-7-00051096,IA,2015,25.776659776,84.950610478,22,-0.403753448772132,22,3.18181818181818,51096,5,R,dhs_train/IA-2015-7-00051096.npz
3918,3918,3918,0.07236944,-0.5303457,-0.064411215,-0.36553076,3919,IA-2015-7-00051103,IA,2015,24.542565936,86.507423058,22,-1.8707667758088,22,3.72727272727273,51103,5,R,dhs_train/IA-2015-7-00051103.npz
3919,3919,3919,-0.021304518,0.049290095,0.07594489,-0.32447442,3920,IA-2015-7-00051104,IA,2015,25.183494752,85.515607597,22,2.06555893387587,22,3.77272727272727,51104,5,U,dhs_train/IA-2015-7-00051104.npz
3920,3920,3920,0.08098406,0.058334917,0.0050864974,-0.3444014,3921,IA-2015-7-00051107,IA,2015,26.161305941,87.740345698,22,-1.56882327761955,22,3.18181818181818,51107,5,R,dhs_train/IA-2015-7-00051107.npz
3921,3921,3921,0.03758942,0.085587084,0.05104148,-0.32210237,3922,IA-2015-7-00051118,IA,2015,25.191402952,85.827059875,22,-1.06175519903276,22,3.63636363636364,51118,5,R,dhs_train/IA-2015-7-00051118.npz
3922,3922,3922,0.016925968,0.024894085,0.0752057,-0.3240086,3923,IA-2015-7-00051126,IA,2015,26.275930528,86.196625829,22,-2.21320167739696,22,3.18181818181818,51126,5,R,dhs_train/IA-2015-7-00051126.npz
3923,3923,3923,0.01020476,0.081416674,0.034822512,-0.33527943,3924,IA-2015-7-00051134,IA,2015,24.937204802,84.015219081,22,1.69234106445679,22,3.45454545454545,51134,5,U,dhs_train/IA-2015-7-00051134.npz
3924,3924,3924,0.09545288,-0.15301675,-0.031841937,-0.33118433,3925,IA-2015-7-00051159,IA,2015,26.441746722,87.918527205,22,-2.66838045836256,22,3.18181818181818,51159,5,R,dhs_train/IA-2015-7-00051159.npz
3925,3925,3925,0.065828994,-0.13874485,-0.008648854,-0.33868653,3926,IA-2015-7-00051161,IA,2015,25.788232145,85.967226009,22,-1.97410918390905,22,3.18181818181818,51161,5,R,dhs_train/IA-2015-7-00051161.npz
3926,3926,3926,0.013688457,-0.021352952,0.029066239,-0.3424046,3927,IA-2015-7-00051170,IA,2015,26.590300372,84.328498754,22,-0.423972124894682,22,3.36363636363636,51170,5,R,dhs_train/IA-2015-7-00051170.npz
3927,3927,3927,0.035225414,0.18074562,0.028347155,-0.30889758,3928,IA-2015-7-00051187,IA,2015,26.801398708,84.523305426,22,2.14920223297981,22,3.90909090909091,51187,5,U,dhs_train/IA-2015-7-00051187.npz
3928,3928,3928,0.020483794,0.017972313,0.030166747,-0.29606742,3929,IA-2015-7-00051188,IA,2015,25.745236764,85.117397644,17,-0.665042027688408,17,3.29411764705882,51188,5,R,dhs_train/IA-2015-7-00051188.npz
3929,3929,3929,0.058776442,-0.12757847,0.019791352,-0.3600173,3930,IA-2015-7-00051224,IA,2015,24.825646676,86.283173527,22,-1.65610683558288,22,3.72727272727273,51224,5,R,dhs_train/IA-2015-7-00051224.npz
3930,3930,3930,0.035908815,0.06704078,0.048021015,-0.30918524,3931,IA-2015-7-00051234,IA,2015,26.936770488,84.934512606,22,-0.449818849413982,22,3.27272727272727,51234,5,R,dhs_train/IA-2015-7-00051234.npz
3931,3931,3931,0.080083214,-0.07043278,0.012682165,-0.31329697,3932,IA-2015-7-00051235,IA,2015,26.285250692,86.367786741,23,-1.40421201676075,23,3.26086956521739,51235,5,R,dhs_train/IA-2015-7-00051235.npz
3932,3932,3932,0.057323206,-0.03467113,0.029385889,-0.34990954,3933,IA-2015-7-00051252,IA,2015,24.8565233,86.936751425,22,-2.54849866681928,22,3.22727272727273,51252,5,R,dhs_train/IA-2015-7-00051252.npz
3933,3933,3933,0.11238113,-0.24584225,-0.058027096,-0.37824488,3934,IA-2015-7-00051291,IA,2015,25.232008256,86.794363235,22,-1.68523076810182,22,3.18181818181818,51291,5,R,dhs_train/IA-2015-7-00051291.npz
3934,3934,3934,0.016763953,0.23297413,0.08421054,-0.31237498,3935,IA-2015-7-00051295,IA,2015,25.125368328,86.705712516,22,-1.36592682329417,22,3.18181818181818,51295,5,R,dhs_train/IA-2015-7-00051295.npz
3935,3935,3935,-0.0028786499,0.19145557,0.06401777,-0.29615632,3936,IA-2015-7-00051296,IA,2015,25.591098507,85.617952438,22,-1.10653702608361,22,3.63636363636364,51296,5,R,dhs_train/IA-2015-7-00051296.npz
3936,3936,3936,0.11991688,-0.23961098,-0.036502395,-0.37331337,3937,IA-2015-7-00051300,IA,2015,26.318942819,86.247107851,22,-1.30578913822398,22,3.54545454545455,51300,5,R,dhs_train/IA-2015-7-00051300.npz
3937,3937,3937,0.0055983444,0.07659235,0.06659932,-0.31375933,3938,IA-2015-7-00051303,IA,2015,25.638606589,85.575960305,22,-1.22886048931366,22,3.72727272727273,51303,5,R,dhs_train/IA-2015-7-00051303.npz
3938,3938,3938,0.11214906,-0.55705696,-0.04919248,-0.3659336,3939,IA-2015-7-00051312,IA,2015,24.73737331,83.484866496,22,-2.47522516455274,22,3.77272727272727,51312,5,R,dhs_train/IA-2015-7-00051312.npz
3939,3939,3939,0.09148334,-0.10524832,-0.0024971792,-0.36505082,3940,IA-2015-7-00051314,IA,2015,24.805780256,86.962798992,22,-2.37153430280956,22,3.27272727272727,51314,5,R,dhs_train/IA-2015-7-00051314.npz
3940,3940,3940,-0.09657176,0.49006516,0.13419276,-0.31195664,3941,IA-2015-7-00051327,IA,2015,25.628198871,85.66139491,23,-1.95173566677937,23,3.26086956521739,51327,5,R,dhs_train/IA-2015-7-00051327.npz
3941,3941,3941,0.1129941,-0.013241988,-0.0303532,-0.37285084,3942,IA-2015-7-00051331,IA,2015,25.708098966,86.571119932,22,-1.65436595659248,22,3.36363636363636,51331,5,R,dhs_train/IA-2015-7-00051331.npz
3942,3942,3942,0.0048861816,0.14960286,0.048299275,-0.28377604,3943,IA-2015-7-00051332,IA,2015,25.59137392,85.087455101,22,1.22751528864781,22,3.36363636363636,51332,5,U,dhs_train/IA-2015-7-00051332.npz
3943,3943,3943,0.03878884,0.1331998,0.04493776,-0.31936616,3944,IA-2015-7-00051333,IA,2015,25.864931569,84.780644656,22,-1.61578892973878,22,3.22727272727273,51333,5,R,dhs_train/IA-2015-7-00051333.npz
3944,3944,3944,0.0035776224,0.14843215,0.075299405,-0.28901398,3945,IA-2015-7-00051337,IA,2015,26.113636085,85.910904837,22,-0.682025941677433,22,3.18181818181818,51337,5,R,dhs_train/IA-2015-7-00051337.npz
3945,3945,3945,0.033832766,0.0125671625,0.05742228,-0.30212772,3946,IA-2015-7-00051341,IA,2015,26.806855453,84.492533068,20,0.180017555749513,20,3.5,51341,5,U,dhs_train/IA-2015-7-00051341.npz
3946,3946,3946,0.04596006,0.26911208,0.04970082,-0.33506766,3947,IA-2015-7-00051345,IA,2015,25.409960989,87.729828103,22,-2.38286422219611,22,3.18181818181818,51345,5,R,dhs_train/IA-2015-7-00051345.npz
3947,3947,3947,0.05257395,-0.1728388,0.008723915,-0.3685825,3948,IA-2015-7-00051348,IA,2015,24.871946012,85.527350775,22,1.7336915469748,22,3.18181818181818,51348,5,U,dhs_train/IA-2015-7-00051348.npz
3948,3948,3948,0.014751617,-0.21079007,0.02249546,-0.3309136,3949,IA-2015-7-00051356,IA,2015,24.923576982,86.482157067,22,-2.02762100749054,22,3.22727272727273,51356,5,R,dhs_train/IA-2015-7-00051356.npz
3949,3949,3949,-0.06081037,0.26991567,0.10932433,-0.20622459,3950,IA-2015-7-00051357,IA,2015,25.628965594,85.065419627,21,2.32928195244241,21,3.66666666666667,51357,5,U,dhs_train/IA-2015-7-00051357.npz
3950,3950,3950,0.050106246,0.15669279,0.019271072,-0.32300434,3951,IA-2015-7-00051358,IA,2015,26.787823086,84.561637585,22,-2.01881640372338,22,3.18181818181818,51358,5,R,dhs_train/IA-2015-7-00051358.npz
3951,3951,3951,0.0514255,-0.30288035,0.020907167,-0.372003,3952,IA-2015-7-00051362,IA,2015,25.17545131,86.275411031,22,0.365052492915103,22,3.31818181818182,51362,5,R,dhs_train/IA-2015-7-00051362.npz
3952,3952,3952,0.041874796,-0.2686518,0.006656031,-0.3238458,3953,IA-2015-7-00051368,IA,2015,25.371827338,86.494818603,22,0.585090033524903,22,3.36363636363636,51368,5,R,dhs_train/IA-2015-7-00051368.npz
3953,3953,3953,0.11200879,-0.19606979,-0.033849414,-0.38858476,3954,IA-2015-7-00051371,IA,2015,26.311189199,86.308227471,22,-1.9848970585713,22,3.36363636363636,51371,5,R,dhs_train/IA-2015-7-00051371.npz
3954,3954,3954,0.03265247,0.25702286,0.04612668,-0.2984134,3955,IA-2015-7-00051388,IA,2015,25.730570191,86.514892768,22,-2.08075327684304,22,3.18181818181818,51388,5,R,dhs_train/IA-2015-7-00051388.npz
3955,3955,3955,-0.011062998,0.17011224,0.063031085,-0.2929882,3956,IA-2015-7-00051404,IA,2015,26.115415501,85.369809312,22,1.89412821021255,22,3.86363636363636,51404,5,U,dhs_train/IA-2015-7-00051404.npz
3956,3956,3956,0.04247419,0.19151726,0.053589936,-0.32115206,3957,IA-2015-7-00051418,IA,2015,25.762007538,86.678182743,22,-2.18924010029758,22,3.36363636363636,51418,5,R,dhs_train/IA-2015-7-00051418.npz
3957,3957,3957,-0.007931779,0.15401372,0.06267108,-0.29788128,3958,IA-2015-7-00051419,IA,2015,26.137126915,85.366059725,22,1.17229275372097,22,3.36363636363636,51419,5,U,dhs_train/IA-2015-7-00051419.npz
3958,3958,3958,0.118293285,-0.40735662,-0.054566372,-0.37061834,3959,IA-2015-7-00051423,IA,2015,24.595501251,84.666567047,22,-2.4729300962421,22,3.18181818181818,51423,5,R,dhs_train/IA-2015-7-00051423.npz
3959,3959,3959,0.06474356,-0.1109712,-0.016762238,-0.33121654,3960,IA-2015-7-00051430,IA,2015,25.587267825,85.07563487,22,1.69772376454518,22,3.86363636363636,51430,5,U,dhs_train/IA-2015-7-00051430.npz
3960,3960,3960,0.075842656,-0.16343068,-0.0053899135,-0.36480957,3961,IA-2015-7-00051434,IA,2015,24.580251993,85.099290782,22,-1.66421030730766,22,3.22727272727273,51434,5,R,dhs_train/IA-2015-7-00051434.npz
3961,3961,3961,0.02310669,0.22159438,0.04784626,-0.27583566,3962,IA-2015-7-00051443,IA,2015,26.809184157,84.594909674,20,-1.13422108608113,20,3.4,51443,5,R,dhs_train/IA-2015-7-00051443.npz
3962,3962,3962,0.06119134,0.10779721,0.046716634,-0.34086624,3963,IA-2015-7-00051451,IA,2015,25.144532043,84.74279992,22,-2.19295156897935,22,3.18181818181818,51451,5,R,dhs_train/IA-2015-7-00051451.npz
3963,3963,3963,0.0112465955,-0.029609293,0.065296754,-0.338814,3964,IA-2015-7-00051452,IA,2015,25.138113921,87.038391754,22,-1.30851919999069,22,3.27272727272727,51452,5,R,dhs_train/IA-2015-7-00051452.npz
3964,3964,3964,0.060645048,-0.056499872,0.00343301,-0.3716317,3965,IA-2015-7-00051455,IA,2015,25.50443933,86.53230368,22,-0.211017727322215,22,3.18181818181818,51455,5,R,dhs_train/IA-2015-7-00051455.npz
3965,3965,3965,0.09673434,-0.1914155,-0.036593,-0.35254303,3966,IA-2015-7-00051464,IA,2015,26.601505362,85.310198962,22,-1.57182936105509,22,3.36363636363636,51464,5,R,dhs_train/IA-2015-7-00051464.npz
3966,3966,3966,0.07849693,0.045325622,0.03898579,-0.33689773,3967,IA-2015-7-00051470,IA,2015,25.891481784,85.664690712,22,-1.40445524881357,22,3.77272727272727,51470,5,R,dhs_train/IA-2015-7-00051470.npz
3967,3967,3967,0.029206118,-0.036945358,0.044002894,-0.32728836,3968,IA-2015-7-00051482,IA,2015,25.573706441,84.808658889,22,1.34953808999589,22,3.63636363636364,51482,5,U,dhs_train/IA-2015-7-00051482.npz
3968,3968,3968,0.04043737,0.10778035,0.046757177,-0.3004434,3969,IA-2015-7-00051484,IA,2015,26.155411053,84.697931614,22,-0.313291764338442,22,3.90909090909091,51484,5,R,dhs_train/IA-2015-7-00051484.npz
3969,3969,3969,0.08776495,-0.21146181,-0.021424863,-0.34605837,3970,IA-2015-7-00051492,IA,2015,26.230647335,88.03518428,22,-2.18451078277214,22,3.36363636363636,51492,5,R,dhs_train/IA-2015-7-00051492.npz
3970,3970,3970,-0.018585801,0.24240685,0.09597027,-0.3172417,3971,IA-2015-7-00051493,IA,2015,25.213079277,84.987194556,22,1.41572184927043,22,3.18181818181818,51493,5,U,dhs_train/IA-2015-7-00051493.npz
3971,3971,3971,-0.009957373,0.1736405,0.10319314,-0.30131233,3972,IA-2015-7-00051497,IA,2015,25.077304371,85.917838868,22,-0.990640226831582,22,3.18181818181818,51497,5,R,dhs_train/IA-2015-7-00051497.npz
3972,3972,3972,-0.0043492685,0.42046496,0.10869181,-0.28783292,3973,IA-2015-7-00051508,IA,2015,25.81486476,86.52025016,22,-2.38239101123086,22,3.36363636363636,51508,5,R,dhs_train/IA-2015-7-00051508.npz
3973,3973,3973,0.037748516,0.026897449,0.045996267,-0.3499415,3974,IA-2015-7-00051513,IA,2015,26.523363992,85.849588417,22,-2.09769525704146,22,3.18181818181818,51513,5,R,dhs_train/IA-2015-7-00051513.npz
3974,3974,3974,0.016016502,-0.24785183,0.041832257,-0.36733696,3975,IA-2015-7-00051514,IA,2015,25.055019354,86.519404486,22,-0.764739290353846,22,3.54545454545455,51514,5,R,dhs_train/IA-2015-7-00051514.npz
3975,3975,3975,0.03671411,0.15063465,0.06536694,-0.33052444,3976,IA-2015-7-00051517,IA,2015,26.170579884,86.022211844,22,-2.45174139727929,22,3.27272727272727,51517,5,R,dhs_train/IA-2015-7-00051517.npz
3976,3976,3976,0.0121182995,-0.17838314,0.042444013,-0.3112747,3977,IA-2015-7-00051533,IA,2015,26.903801067,84.452152712,22,-2.48510482324731,22,3.36363636363636,51533,5,R,dhs_train/IA-2015-7-00051533.npz
3977,3977,3977,0.0601218,0.028054206,0.03253846,-0.33353683,3978,IA-2015-7-00051571,IA,2015,26.49420891,84.131065779,22,-1.09461664702605,22,3.90909090909091,51571,5,R,dhs_train/IA-2015-7-00051571.npz
3978,3978,3978,0.033874776,0.018317204,0.057869814,-0.30052745,3979,IA-2015-7-00051575,IA,2015,26.810467058,84.492638694,22,1.31180053253252,22,3.54545454545455,51575,5,U,dhs_train/IA-2015-7-00051575.npz
3979,3979,3979,0.07535509,-0.064498335,-0.018303605,-0.35402167,3980,IA-2015-7-00051576,IA,2015,26.522264041,85.316511446,22,-0.34812726605065,22,3.54545454545455,51576,5,R,dhs_train/IA-2015-7-00051576.npz
3980,3980,3980,0.050797064,0.103208706,0.03288462,-0.28834957,3981,IA-2015-7-00051580,IA,2015,26.259792111,84.661481675,23,-1.97925427867038,23,3.21739130434783,51580,5,R,dhs_train/IA-2015-7-00051580.npz
3981,3981,3981,0.054133423,-0.008442097,0.025790565,-0.34209597,3982,IA-2015-7-00051602,IA,2015,26.042887981,84.328543741,22,-1.14404092661623,22,3.54545454545455,51602,5,R,dhs_train/IA-2015-7-00051602.npz
3982,3982,3982,0.036836546,0.102565065,0.0563608,-0.311764,3983,IA-2015-7-00051624,IA,2015,25.164435568,86.083711296,22,-2.27176746479929,22,3.22727272727273,51624,5,U,dhs_train/IA-2015-7-00051624.npz
3983,3983,3983,0.029814905,0.0060468763,0.045238603,-0.33722153,3984,IA-2015-7-00051627,IA,2015,25.868136617,84.960249198,22,-2.04368259660837,22,3.18181818181818,51627,5,R,dhs_train/IA-2015-7-00051627.npz
3984,3984,3984,0.12640014,-0.37922677,-0.07731579,-0.35506925,3985,IA-2015-7-00051631,IA,2015,25.589847524,85.045187801,22,0.406100398441442,22,3.31818181818182,51631,5,R,dhs_train/IA-2015-7-00051631.npz
3985,3985,3985,-0.044899896,-0.08541252,0.085676126,-0.23659371,3986,IA-2015-7-00051638,IA,2015,25.336517595,86.556127166,22,-0.320774698341656,22,3.22727272727273,51638,5,R,dhs_train/IA-2015-7-00051638.npz
3986,3986,3986,0.00067280745,0.024950346,0.09002445,-0.3217425,3987,IA-2015-7-00051643,IA,2015,25.104504327,85.924968643,22,-1.28123045982992,22,3.27272727272727,51643,5,R,dhs_train/IA-2015-7-00051643.npz
3987,3987,3987,-0.20795518,0.5037284,0.25720215,-0.19653158,3988,IA-2015-7-00051645,IA,2015,25.592641171,85.223162668,22,2.22928726256889,22,3.81818181818182,51645,5,U,dhs_train/IA-2015-7-00051645.npz
3988,3988,3988,0.07692916,-0.16997495,-0.019293332,-0.3693829,3989,IA-2015-7-00051648,IA,2015,27.03241755,84.3294438,22,-1.57457856055958,22,3.18181818181818,51648,5,R,dhs_train/IA-2015-7-00051648.npz
3989,3989,3989,0.037449215,-0.09785203,0.036516275,-0.36583742,3990,IA-2015-7-00051649,IA,2015,25.54994546,84.145802904,22,1.63432140770368,22,3.36363636363636,51649,5,U,dhs_train/IA-2015-7-00051649.npz
3990,3990,3990,-0.00037047412,0.22071333,0.07162407,-0.34383723,3991,IA-2015-7-00051655,IA,2015,25.366204052,85.177534061,21,0.333975672678734,21,3.47619047619048,51655,5,R,dhs_train/IA-2015-7-00051655.npz
3991,3991,3991,-0.01657821,0.10756978,0.0966931,-0.2472103,3992,IA-2015-7-00051660,IA,2015,25.566458236,83.971622797,22,1.68225009932719,22,3.81818181818182,51660,5,U,dhs_train/IA-2015-7-00051660.npz
3992,3992,3992,0.06253693,0.094243996,0.037437852,-0.3295132,3993,IA-2015-7-00051661,IA,2015,25.869818607,86.185895659,22,-1.65062521395197,22,3.27272727272727,51661,5,R,dhs_train/IA-2015-7-00051661.npz
3993,3993,3993,0.021322737,-0.046384066,0.041865423,-0.33840147,3994,IA-2015-7-00051666,IA,2015,27.000806167,84.702753454,22,-2.22411520626008,22,3.27272727272727,51666,5,R,dhs_train/IA-2015-7-00051666.npz
3994,3994,3994,0.009450606,0.22128506,0.08471156,-0.32799512,3995,IA-2015-7-00051668,IA,2015,26.554703921,84.288865568,22,-1.97590669991358,22,3.27272727272727,51668,5,R,dhs_train/IA-2015-7-00051668.npz
3995,3995,3995,0.052424934,-0.026056632,0.046796065,-0.3573857,3996,IA-2015-7-00051669,IA,2015,24.901628431,85.53981063,21,1.76263759815881,21,3.47619047619048,51669,5,U,dhs_train/IA-2015-7-00051669.npz
3996,3996,3996,0.072211094,-0.21676181,-0.023982389,-0.36957732,3997,IA-2015-7-00051674,IA,2015,25.63196704,85.453454046,22,-0.969477882877828,22,3.59090909090909,51674,5,R,dhs_train/IA-2015-7-00051674.npz
3997,3997,3997,0.14048523,-0.3258698,-0.071195245,-0.4033532,3998,IA-2015-7-00051677,IA,2015,25.344439917,87.338942967,22,-0.623064898940862,22,3.18181818181818,51677,5,R,dhs_train/IA-2015-7-00051677.npz
3998,3998,3998,0.064062245,-0.326999,-0.03086162,-0.4084056,3999,IA-2015-7-00051706,IA,2015,25.568879864,84.467151556,22,0.11905922518371,22,3.18181818181818,51706,5,U,dhs_train/IA-2015-7-00051706.npz
3999,3999,3999,0.0497616,-0.3150603,-0.001686425,-0.3437711,4000,IA-2015-7-00051707,IA,2015,25.608549708,85.133342653,22,2.08176469853387,22,3.54545454545455,51707,5,U,dhs_train/IA-2015-7-00051707.npz
4000,4000,4000,0.04557015,0.074182354,0.0140248155,-0.2851419,4001,IA-2015-7-00051713,IA,2015,26.595955116,85.490361172,22,0.710550903009118,22,3.18181818181818,51713,5,U,dhs_train/IA-2015-7-00051713.npz
4001,4001,4001,0.06732667,-0.29609552,-0.0068753446,-0.3564307,4002,IA-2015-7-00051719,IA,2015,24.682246291,86.30719913,22,-2.44734559132653,22,3.5,51719,5,R,dhs_train/IA-2015-7-00051719.npz
4002,4002,4002,0.033792544,0.03585504,0.031682257,-0.34338066,4003,IA-2015-7-00051724,IA,2015,25.845800462,86.124064564,22,-2.13747143377197,22,3.54545454545455,51724,5,R,dhs_train/IA-2015-7-00051724.npz
4003,4003,4003,0.019583037,0.08608516,0.08839513,-0.29226205,4004,IA-2015-7-00051725,IA,2015,27.161272964,84.341708995,21,1.13168037747162,21,3.57142857142857,51725,5,U,dhs_train/IA-2015-7-00051725.npz
