"","DHSID_EA","cname","year","lat","lon","n_asset","asset_index","n_water","water_index","cluster_id","adm1dhs","urban","path"
"4224","IA-2015-7-00080045","IA",2015,20.09606564,73.07923764,20,-1.40750020576298,20,3.95,80045,8,"R","dhs_train/IA-2015-7-00080045.npz"
"4225","IA-2015-7-00080050","IA",2015,20.10611928,73.09889,20,-1.90933174551638,20,3.85,80050,8,"R","dhs_train/IA-2015-7-00080050.npz"
"4226","IA-2015-7-00080067","IA",2015,20.30195514,73.0518,20,-1.73458739940136,20,3.6,80067,8,"R","dhs_train/IA-2015-7-00080067.npz"
"4227","IA-2015-7-00080133","IA",2015,20.26963144,73.11726064,22,-1.59514520093502,22,3.54545454545455,80133,8,"R","dhs_train/IA-2015-7-00080133.npz"
"4228","IA-2015-7-00110014","IA",2015,22.138199932,70.969762658,22,-0.395730382707167,22,3.77272727272727,110014,11,"R","dhs_train/IA-2015-7-00110014.npz"
"4229","IA-2015-7-00110034","IA",2015,21.903970697,73.725745044,21,-0.961368008196644,21,3.47619047619048,110034,11,"R","dhs_train/IA-2015-7-00110034.npz"
"4230","IA-2015-7-00110053","IA",2015,21.531649625,73.784237651,21,0.216844943384302,21,3.76190476190476,110053,11,"U","dhs_train/IA-2015-7-00110053.npz"
"4231","IA-2015-7-00110064","IA",2015,22.666922324,74.335289341,21,-1.46593331923884,21,3.38095238095238,110064,11,"R","dhs_train/IA-2015-7-00110064.npz"
"4232","IA-2015-7-00110080","IA",2015,21.355595382,69.887908067,22,0.617848918692517,22,3.59090909090909,110080,11,"R","dhs_train/IA-2015-7-00110080.npz"
"4233","IA-2015-7-00110108","IA",2015,24.319380601,72.109342866,21,-0.860902434497064,21,3.71428571428571,110108,11,"R","dhs_train/IA-2015-7-00110108.npz"
"4234","IA-2015-7-00110119","IA",2015,20.311652496,73.018797076,22,-0.82911809539236,22,3.5,110119,11,"R","dhs_train/IA-2015-7-00110119.npz"
"4235","IA-2015-7-00110161","IA",2015,20.902997961,73.421588335,22,-0.788237937117002,22,3.40909090909091,110161,11,"R","dhs_train/IA-2015-7-00110161.npz"
"4236","IA-2015-7-00110194","IA",2015,21.035726403,73.313422027,21,0.834573090522952,21,3.85714285714286,110194,11,"R","dhs_train/IA-2015-7-00110194.npz"
"4237","IA-2015-7-00110201","IA",2015,22.993513249,72.903366987,20,-0.723785569205836,20,3.5,110201,11,"R","dhs_train/IA-2015-7-00110201.npz"
"4238","IA-2015-7-00110202","IA",2015,21.162304132,73.459029707,22,-1.14349348853719,22,3.18181818181818,110202,11,"R","dhs_train/IA-2015-7-00110202.npz"
"4239","IA-2015-7-00110204","IA",2015,22.738054405,73.667603413,18,-0.921687633647977,18,3.55555555555556,110204,11,"R","dhs_train/IA-2015-7-00110204.npz"
"4240","IA-2015-7-00110212","IA",2015,21.423086805,74.004732507,20,-0.868979950947849,20,3.8,110212,11,"R","dhs_train/IA-2015-7-00110212.npz"
"4241","IA-2015-7-00110214","IA",2015,20.762385499,73.646956309,21,-0.55880877544388,21,3.38095238095238,110214,11,"R","dhs_train/IA-2015-7-00110214.npz"
"4242","IA-2015-7-00110217","IA",2015,20.823973267,73.099198578,20,-0.0579813347124752,20,3.45,110217,11,"R","dhs_train/IA-2015-7-00110217.npz"
"4243","IA-2015-7-00110237","IA",2015,20.607910246,73.731232711,22,-1.20406861619044,22,3.72727272727273,110237,11,"R","dhs_train/IA-2015-7-00110237.npz"
"4244","IA-2015-7-00110279","IA",2015,20.410450894,73.243722644,22,-1.3481632643099,22,3.27272727272727,110279,11,"R","dhs_train/IA-2015-7-00110279.npz"
"4245","IA-2015-7-00110292","IA",2015,23.331728854,70.191122062,20,1.79823009005387,20,3.9,110292,11,"R","dhs_train/IA-2015-7-00110292.npz"
"4246","IA-2015-7-00110301","IA",2015,22.671735502,72.874940641,22,0.575290678662833,22,3.27272727272727,110301,11,"U","dhs_train/IA-2015-7-00110301.npz"
"4247","IA-2015-7-00110305","IA",2015,20.730533476,73.911437827,20,-1.10374618639644,20,3.75,110305,11,"R","dhs_train/IA-2015-7-00110305.npz"
"4248","IA-2015-7-00110329","IA",2015,21.759301238,73.507717379,22,-1.85715758109605,22,3.18181818181818,110329,11,"R","dhs_train/IA-2015-7-00110329.npz"
"4249","IA-2015-7-00110338","IA",2015,22.315391086,74.006499272,21,-0.0912198822683881,21,3.23809523809524,110338,11,"R","dhs_train/IA-2015-7-00110338.npz"
"4250","IA-2015-7-00110341","IA",2015,23.243077073,74.093664217,22,-1.43836444593626,22,3.63636363636364,110341,11,"R","dhs_train/IA-2015-7-00110341.npz"
"4251","IA-2015-7-00110361","IA",2015,20.752765255,73.402386357,20,0.716874200812359,20,3.7,110361,11,"R","dhs_train/IA-2015-7-00110361.npz"
"4252","IA-2015-7-00110362","IA",2015,21.185202233,70.479460361,21,0.0937618080844084,21,3.85714285714286,110362,11,"R","dhs_train/IA-2015-7-00110362.npz"
"4253","IA-2015-7-00110393","IA",2015,21.198344871,71.949130139,21,-1.21259462341377,21,3.80952380952381,110393,11,"R","dhs_train/IA-2015-7-00110393.npz"
"4254","IA-2015-7-00110396","IA",2015,22.624385619,74.011338078,21,-0.907341969416237,21,3.33333333333333,110396,11,"R","dhs_train/IA-2015-7-00110396.npz"
"4255","IA-2015-7-00110398","IA",2015,20.366284018,73.181690375,20,-0.962869491884007,20,3.3,110398,11,"R","dhs_train/IA-2015-7-00110398.npz"
"4256","IA-2015-7-00110409","IA",2015,21.671884346,69.606103709,22,0.384403676290535,22,3.68181818181818,110409,11,"R","dhs_train/IA-2015-7-00110409.npz"
"4257","IA-2015-7-00110410","IA",2015,20.90173177,73.571299661,20,-0.449662167621049,20,3.7,110410,11,"R","dhs_train/IA-2015-7-00110410.npz"
"4258","IA-2015-7-00110414","IA",2015,20.908366751,73.607364171,20,-0.109072259817085,20,3.3,110414,11,"R","dhs_train/IA-2015-7-00110414.npz"
"4259","IA-2015-7-00110429","IA",2015,22.515334345,73.70983843,19,-1.39933038611228,19,3.21052631578947,110429,11,"R","dhs_train/IA-2015-7-00110429.npz"
"4260","IA-2015-7-00110433","IA",2015,23.593704802,71.450117182,20,-0.0469453247028129,20,3.7,110433,11,"R","dhs_train/IA-2015-7-00110433.npz"
"4261","IA-2015-7-00110443","IA",2015,21.870774713,73.580597896,22,0.738196339999342,22,3.63636363636364,110443,11,"R","dhs_train/IA-2015-7-00110443.npz"
"4262","IA-2015-7-00110477","IA",2015,21.507973802,73.654902355,22,-1.20051843724741,22,3.59090909090909,110477,11,"R","dhs_train/IA-2015-7-00110477.npz"
"4263","IA-2015-7-00110483","IA",2015,21.225704209,73.456089742,20,0.263059881994494,20,3.75,110483,11,"R","dhs_train/IA-2015-7-00110483.npz"
"4264","IA-2015-7-00110496","IA",2015,22.560902725,74.013378812,21,-0.775442997427573,21,3.57142857142857,110496,11,"R","dhs_train/IA-2015-7-00110496.npz"
"4265","IA-2015-7-00110522","IA",2015,23.455639227,72.045756233,21,-0.0860854940013091,21,3.95238095238095,110522,11,"R","dhs_train/IA-2015-7-00110522.npz"
"4266","IA-2015-7-00110529","IA",2015,22.979427783,73.784381731,22,-1.03606304356575,22,3.40909090909091,110529,11,"R","dhs_train/IA-2015-7-00110529.npz"
"4267","IA-2015-7-00110533","IA",2015,21.601128576,73.788179949,21,-0.526365172321413,21,3.38095238095238,110533,11,"R","dhs_train/IA-2015-7-00110533.npz"
"4268","IA-2015-7-00110538","IA",2015,21.519308738,73.969080326,22,-1.38402789316255,22,3.27272727272727,110538,11,"R","dhs_train/IA-2015-7-00110538.npz"
"4269","IA-2015-7-00110553","IA",2015,21.267409838,73.402653267,21,-0.320208737367842,21,3.57142857142857,110553,11,"R","dhs_train/IA-2015-7-00110553.npz"
"4270","IA-2015-7-00110554","IA",2015,24.296492525,73.100041161,21,-1.96398693359148,21,3.47619047619048,110554,11,"R","dhs_train/IA-2015-7-00110554.npz"
"4271","IA-2015-7-00110558","IA",2015,21.036709471,73.534608867,20,0.0107986619996067,20,3.3,110558,11,"R","dhs_train/IA-2015-7-00110558.npz"
"4272","IA-2015-7-00110559","IA",2015,22.880652007,74.024964585,19,-1.19087397542772,19,3.68421052631579,110559,11,"R","dhs_train/IA-2015-7-00110559.npz"
"4273","IA-2015-7-00110581","IA",2015,21.880763215,73.694515453,22,-0.283329304430876,22,3.81818181818182,110581,11,"R","dhs_train/IA-2015-7-00110581.npz"
"4274","IA-2015-7-00110601","IA",2015,21.837285493,73.303088122,20,0.228244244577431,20,3.55,110601,11,"R","dhs_train/IA-2015-7-00110601.npz"
"4275","IA-2015-7-00110623","IA",2015,21.105719108,73.350338196,24,0.419317944942417,24,3.58333333333333,110623,11,"R","dhs_train/IA-2015-7-00110623.npz"
"4276","IA-2015-7-00110677","IA",2015,20.754146762,73.682098606,20,1.42301343333444,20,3.9,110677,11,"U","dhs_train/IA-2015-7-00110677.npz"
"4277","IA-2015-7-00110678","IA",2015,21.309561928,73.31527824,22,-0.558594231414861,22,3.63636363636364,110678,11,"R","dhs_train/IA-2015-7-00110678.npz"
"4278","IA-2015-7-00110697","IA",2015,22.90873728,72.911959625,22,-1.22442145264507,22,3.31818181818182,110697,11,"R","dhs_train/IA-2015-7-00110697.npz"
"4279","IA-2015-7-00110712","IA",2015,20.828128131,73.890923219,22,-1.33505514369984,22,3.86363636363636,110712,11,"R","dhs_train/IA-2015-7-00110712.npz"
"4280","IA-2015-7-00110732","IA",2015,23.723945432,73.284726374,21,0.546545091865476,21,3.76190476190476,110732,11,"R","dhs_train/IA-2015-7-00110732.npz"
"4281","IA-2015-7-00110760","IA",2015,22.668144017,74.287078955,16,-0.034227694355459,16,3.5,110760,11,"R","dhs_train/IA-2015-7-00110760.npz"
"4282","IA-2015-7-00110767","IA",2015,22.385066566,73.808675395,21,-0.295436634474506,21,3.57142857142857,110767,11,"R","dhs_train/IA-2015-7-00110767.npz"
"4283","IA-2015-7-00110773","IA",2015,21.51225419,73.826805755,23,0.287473573046673,23,3.43478260869565,110773,11,"R","dhs_train/IA-2015-7-00110773.npz"
"4284","IA-2015-7-00110776","IA",2015,22.229323425,73.76315954,21,-0.817196352091177,21,3.38095238095238,110776,11,"R","dhs_train/IA-2015-7-00110776.npz"
"4285","IA-2015-7-00110802","IA",2015,22.370471827,73.753453753,19,0.34508662195268,19,3.57894736842105,110802,11,"R","dhs_train/IA-2015-7-00110802.npz"
"4286","IA-2015-7-00110856","IA",2015,20.836443852,73.567455821,22,-0.849010318724025,22,3.63636363636364,110856,11,"R","dhs_train/IA-2015-7-00110856.npz"
"4287","IA-2015-7-00110872","IA",2015,21.105795857,73.311066715,22,-0.43921955680723,22,3.77272727272727,110872,11,"R","dhs_train/IA-2015-7-00110872.npz"
"4288","IA-2015-7-00110882","IA",2015,23.207841822,73.474470291,21,-0.813726602323962,21,3.38095238095238,110882,11,"R","dhs_train/IA-2015-7-00110882.npz"
"4289","IA-2015-7-00110887","IA",2015,23.221590205,73.970044231,20,-1.28711546947308,20,3.5,110887,11,"R","dhs_train/IA-2015-7-00110887.npz"
"4290","IA-2015-7-00110990","IA",2015,21.242123363,73.410981328,21,-0.25197750970944,21,3.28571428571429,110990,11,"R","dhs_train/IA-2015-7-00110990.npz"
"4291","IA-2015-7-00111000","IA",2015,21.608881893,73.683683676,22,-1.83340680512956,22,3.45454545454545,111000,11,"R","dhs_train/IA-2015-7-00111000.npz"
"4292","IA-2015-7-00111014","IA",2015,22.542234565,73.577435173,22,0.9174247191365,22,3.77272727272727,111014,11,"R","dhs_train/IA-2015-7-00111014.npz"
"4293","IA-2015-7-00111039","IA",2015,20.718974723,73.682459966,22,-1.47540559852474,22,3.45454545454545,111039,11,"R","dhs_train/IA-2015-7-00111039.npz"
"4294","IA-2015-7-00111040","IA",2015,20.619099436,73.64889761,20,-0.89886560819207,20,3.3,111040,11,"R","dhs_train/IA-2015-7-00111040.npz"
"4295","IA-2015-7-00111050","IA",2015,23.679595707,73.072979958,22,-0.471373822220323,22,3.36363636363636,111050,11,"R","dhs_train/IA-2015-7-00111050.npz"
"4296","IA-2015-7-00111056","IA",2015,22.867753719,73.999546588,21,-1.17186916991688,21,3.38095238095238,111056,11,"R","dhs_train/IA-2015-7-00111056.npz"
"4297","IA-2015-7-00111070","IA",2015,21.509482258,73.541697055,22,-1.15652777108997,22,3.81818181818182,111070,11,"R","dhs_train/IA-2015-7-00111070.npz"
"4298","IA-2015-7-00111072","IA",2015,22.693041413,73.69377388,21,-1.40515649800535,21,3.19047619047619,111072,11,"R","dhs_train/IA-2015-7-00111072.npz"
"4299","IA-2015-7-00111076","IA",2015,21.083799918,73.427216032,19,-0.391133802652021,19,3.8421052631579,111076,11,"R","dhs_train/IA-2015-7-00111076.npz"
"4300","IA-2015-7-00111077","IA",2015,23.137452957,70.100501924,22,2.23901521492555,22,3.81818181818182,111077,11,"R","dhs_train/IA-2015-7-00111077.npz"
"4301","IA-2015-7-00111083","IA",2015,20.707300498,73.726104633,20,-0.861824327013516,20,3.65,111083,11,"R","dhs_train/IA-2015-7-00111083.npz"
"4302","IA-2015-7-00120037","IA",2015,28.0997757049,77.0471423127,20,-0.10287486198642,20,3.7,120037,12,"R","dhs_train/IA-2015-7-00120037.npz"
"4303","IA-2015-7-00120045","IA",2015,27.9121836668,76.953331021,21,-0.36297955692517,21,3.19047619047619,120045,12,"R","dhs_train/IA-2015-7-00120045.npz"
"4304","IA-2015-7-00120070","IA",2015,28.283137806,76.937206771,20,1.82208426912967,20,3.8,120070,12,"R","dhs_train/IA-2015-7-00120070.npz"
"4305","IA-2015-7-00120077","IA",2015,29.7933776436,76.1477608933,22,1.35327201320654,22,3.36363636363636,120077,12,"R","dhs_train/IA-2015-7-00120077.npz"
"4306","IA-2015-7-00120159","IA",2015,29.1383440073,76.6936836568,22,1.39620986202223,22,3.77272727272727,120159,12,"U","dhs_train/IA-2015-7-00120159.npz"
"4307","IA-2015-7-00120160","IA",2015,27.9098244589,77.4667423457,22,0.421024231007566,22,3.90909090909091,120160,12,"R","dhs_train/IA-2015-7-00120160.npz"
"4308","IA-2015-7-00120170","IA",2015,27.9296393413,77.4086907478,22,-0.0288914177754986,22,3.27272727272727,120170,12,"R","dhs_train/IA-2015-7-00120170.npz"
"4309","IA-2015-7-00120171","IA",2015,29.2654187178,77.0533535614,22,2.06355546452829,22,3.90909090909091,120171,12,"R","dhs_train/IA-2015-7-00120171.npz"
"4310","IA-2015-7-00120204","IA",2015,28.0457181088,76.1217160559,22,1.11350757094433,22,3.68181818181818,120204,12,"U","dhs_train/IA-2015-7-00120204.npz"
"4311","IA-2015-7-00120233","IA",2015,29.3268401467,76.307242736,22,1.36291434411331,22,3.31818181818182,120233,12,"U","dhs_train/IA-2015-7-00120233.npz"
"4312","IA-2015-7-00120240","IA",2015,28.0803876193,76.5603305558,21,0.675787149978647,21,3.76190476190476,120240,12,"R","dhs_train/IA-2015-7-00120240.npz"
"4313","IA-2015-7-00120276","IA",2015,28.8760988442,77.1193978163,22,1.49760987599796,22,3.40909090909091,120276,12,"U","dhs_train/IA-2015-7-00120276.npz"
"4314","IA-2015-7-00120348","IA",2015,29.212110881,76.1407143539,21,1.72818182828547,21,3.76190476190476,120348,12,"U","dhs_train/IA-2015-7-00120348.npz"
"4315","IA-2015-7-00120402","IA",2015,28.8471153353,76.1175232764,22,1.3586644455517,22,3.77272727272727,120402,12,"R","dhs_train/IA-2015-7-00120402.npz"
"4316","IA-2015-7-00120417","IA",2015,28.9399590163,76.6355069155,22,0.799410610908088,22,3.27272727272727,120417,12,"R","dhs_train/IA-2015-7-00120417.npz"
"4317","IA-2015-7-00120446","IA",2015,29.3453135602,76.3495679178,22,1.0300836637432,22,3.72727272727273,120446,12,"R","dhs_train/IA-2015-7-00120446.npz"
"4318","IA-2015-7-00120450","IA",2015,29.2916036111,76.9698079013,22,2.17585044335763,22,3.90909090909091,120450,12,"R","dhs_train/IA-2015-7-00120450.npz"
"4319","IA-2015-7-00120457","IA",2015,29.8037857166,76.374561223,22,1.45727742133857,22,3.36363636363636,120457,12,"R","dhs_train/IA-2015-7-00120457.npz"
"4320","IA-2015-7-00120465","IA",2015,28.0747807412,77.0039543167,21,0.251964764938421,21,3.66666666666667,120465,12,"R","dhs_train/IA-2015-7-00120465.npz"
"4321","IA-2015-7-00120467","IA",2015,27.8151730556,77.0421520623,21,-0.0782879176670854,21,3.47619047619048,120467,12,"R","dhs_train/IA-2015-7-00120467.npz"
"4322","IA-2015-7-00120483","IA",2015,28.3443058802,76.5490919568,20,0.900273969721334,20,3.8,120483,12,"R","dhs_train/IA-2015-7-00120483.npz"
"4323","IA-2015-7-00120506","IA",2015,27.7048181962,76.9671433542,22,-1.25854154821663,22,3.54545454545455,120506,12,"R","dhs_train/IA-2015-7-00120506.npz"
"4324","IA-2015-7-00120509","IA",2015,29.4323742774,76.3852477505,22,0.517554573818964,22,3.40909090909091,120509,12,"R","dhs_train/IA-2015-7-00120509.npz"
"4325","IA-2015-7-00120514","IA",2015,27.894573317,77.3982810467,19,0.1903239679163,19,3.89473684210526,120514,12,"R","dhs_train/IA-2015-7-00120514.npz"
"4326","IA-2015-7-00120516","IA",2015,28.1763955083,76.9818125843,21,-0.997771002446413,21,3.57142857142857,120516,12,"R","dhs_train/IA-2015-7-00120516.npz"
"4327","IA-2015-7-00120528","IA",2015,29.6923827176,76.8118884186,22,0.828622632343206,22,3.86363636363636,120528,12,"R","dhs_train/IA-2015-7-00120528.npz"
"4328","IA-2015-7-00120535","IA",2015,28.7057450086,76.9341913979,22,1.50932061006821,22,3.72727272727273,120535,12,"R","dhs_train/IA-2015-7-00120535.npz"
"4329","IA-2015-7-00120559","IA",2015,27.9790381474,77.1464589897,20,0.139878926823129,20,3.75,120559,12,"R","dhs_train/IA-2015-7-00120559.npz"
"4330","IA-2015-7-00120600","IA",2015,27.9869637833,77.1932143631,21,-0.680316625749669,21,3.66666666666667,120600,12,"R","dhs_train/IA-2015-7-00120600.npz"
"4331","IA-2015-7-00120602","IA",2015,28.3113640863,77.1933552231,21,1.29759223827669,21,3.66666666666667,120602,12,"R","dhs_train/IA-2015-7-00120602.npz"
"4332","IA-2015-7-00120619","IA",2015,29.5735995585,76.4245617866,22,0.864170633108884,22,3.59090909090909,120619,12,"R","dhs_train/IA-2015-7-00120619.npz"
"4333","IA-2015-7-00120643","IA",2015,28.8616893549,77.1474713004,22,1.16731629649276,22,3.90909090909091,120643,12,"R","dhs_train/IA-2015-7-00120643.npz"
"4334","IA-2015-7-00120644","IA",2015,29.2252016138,76.2517315058,22,0.23604080211012,22,3.72727272727273,120644,12,"R","dhs_train/IA-2015-7-00120644.npz"
"4335","IA-2015-7-00120657","IA",2015,29.2612753938,76.3491907263,22,1.157765375738,22,3.81818181818182,120657,12,"R","dhs_train/IA-2015-7-00120657.npz"
"4336","IA-2015-7-00120666","IA",2015,29.1357119833,76.0928748895,22,-0.422854884646709,22,3.68181818181818,120666,12,"R","dhs_train/IA-2015-7-00120666.npz"
"4337","IA-2015-7-00120740","IA",2015,28.4323038681,77.1073524128,22,0.81875514867234,22,3.45454545454545,120740,12,"U","dhs_train/IA-2015-7-00120740.npz"
"4338","IA-2015-7-00120745","IA",2015,29.8117694689,76.469863889,22,1.00533498671474,22,3.5,120745,12,"R","dhs_train/IA-2015-7-00120745.npz"
"4339","IA-2015-7-00120770","IA",2015,28.2778298036,76.7899471799,19,1.29580590840248,19,3.89473684210526,120770,12,"R","dhs_train/IA-2015-7-00120770.npz"
"4340","IA-2015-7-00120790","IA",2015,28.6134968814,76.3292631397,22,0.569445333997521,22,3.90909090909091,120790,12,"R","dhs_train/IA-2015-7-00120790.npz"
"4341","IA-2015-7-00120809","IA",2015,29.4794791985,76.175071966,22,2.38786064078836,22,3.63636363636364,120809,12,"U","dhs_train/IA-2015-7-00120809.npz"
"4342","IA-2015-7-00120840","IA",2015,29.4425809056,76.4531940259,22,0.687447970875049,22,3.63636363636364,120840,12,"R","dhs_train/IA-2015-7-00120840.npz"
"4343","IA-2015-7-00120844","IA",2015,28.9324581626,76.7400080092,22,0.294167178561656,22,3.90909090909091,120844,12,"R","dhs_train/IA-2015-7-00120844.npz"
"4344","IA-2015-7-00120845","IA",2015,29.7183904877,76.4126847407,22,0.752863912133026,22,3.90909090909091,120845,12,"R","dhs_train/IA-2015-7-00120845.npz"
"4345","IA-2015-7-00120857","IA",2015,28.3103080678,77.2908631243,21,0.412010977212273,21,3.57142857142857,120857,12,"R","dhs_train/IA-2015-7-00120857.npz"
"4346","IA-2015-7-00120861","IA",2015,29.7161322359,76.6861270028,22,0.835852379078244,22,3.54545454545455,120861,12,"R","dhs_train/IA-2015-7-00120861.npz"
"4347","IA-2015-7-00120864","IA",2015,28.2993007682,77.365956153,22,1.40048935657443,22,3.31818181818182,120864,12,"R","dhs_train/IA-2015-7-00120864.npz"
"4348","IA-2015-7-00120867","IA",2015,30.0140027363,76.5625751765,22,0.851569844357702,22,3.54545454545455,120867,12,"R","dhs_train/IA-2015-7-00120867.npz"
"4349","IA-2015-7-00120874","IA",2015,28.3446884991,77.2359293341,22,0.900719398070906,22,3.90909090909091,120874,12,"R","dhs_train/IA-2015-7-00120874.npz"
"4350","IA-2015-7-00120895","IA",2015,28.9139043951,76.4907939488,22,0.738469022616697,22,3.36363636363636,120895,12,"R","dhs_train/IA-2015-7-00120895.npz"
"4351","IA-2015-7-00130011","IA",2015,31.354772,77.03501265,21,2.01805666434598,21,3.66666666666667,130011,13,"R","dhs_train/IA-2015-7-00130011.npz"
"4352","IA-2015-7-00130027","IA",2015,31.51195852,76.91359935,19,2.15322208685514,19,3.73684210526316,130027,13,"R","dhs_train/IA-2015-7-00130027.npz"
"4353","IA-2015-7-00130038","IA",2015,31.52589268,76.89727812,22,1.76236695829064,22,3.40909090909091,130038,13,"U","dhs_train/IA-2015-7-00130038.npz"
"4354","IA-2015-7-00130045","IA",2015,30.90938021,77.09917568,20,2.21140356198759,20,3.75,130045,13,"U","dhs_train/IA-2015-7-00130045.npz"
"4355","IA-2015-7-00130058","IA",2015,32.24201422,78.09208907,17,0.677733454450961,17,3.94117647058824,130058,13,"R","dhs_train/IA-2015-7-00130058.npz"
"4356","IA-2015-7-00130073","IA",2015,32.20375568,76.1669778,20,1.59099864907496,20,3.5,130073,13,"R","dhs_train/IA-2015-7-00130073.npz"
"4357","IA-2015-7-00130091","IA",2015,30.7923273,77.20344691,21,0.93582139115066,21,3.57142857142857,130091,13,"R","dhs_train/IA-2015-7-00130091.npz"
"4358","IA-2015-7-00130108","IA",2015,31.65720673,77.3359803,20,1.88979688246146,20,3.8,130108,13,"R","dhs_train/IA-2015-7-00130108.npz"
"4359","IA-2015-7-00130119","IA",2015,31.2753622,76.94932563,21,2.1246787728336,21,3.95238095238095,130119,13,"R","dhs_train/IA-2015-7-00130119.npz"
"4360","IA-2015-7-00130134","IA",2015,32.42377812,76.03895755,21,0.987050506433531,21,3.28571428571429,130134,13,"R","dhs_train/IA-2015-7-00130134.npz"
"4361","IA-2015-7-00130142","IA",2015,31.54961394,76.70346843,21,1.91310848811503,21,3.28571428571429,130142,13,"R","dhs_train/IA-2015-7-00130142.npz"
"4362","IA-2015-7-00130156","IA",2015,31.72988217,77.30200798,20,1.6242154694587,20,3.5,130156,13,"R","dhs_train/IA-2015-7-00130156.npz"
"4363","IA-2015-7-00130178","IA",2015,31.37733308,76.73027048,20,1.70148462111277,20,3.4,130178,13,"R","dhs_train/IA-2015-7-00130178.npz"
"4364","IA-2015-7-00130184","IA",2015,31.06156619,77.1489606,19,1.86476643838089,19,3.94736842105263,130184,13,"R","dhs_train/IA-2015-7-00130184.npz"
"4365","IA-2015-7-00130189","IA",2015,31.35067665,76.56769096,21,1.96347154884176,21,3.42857142857143,130189,13,"R","dhs_train/IA-2015-7-00130189.npz"
"4366","IA-2015-7-00130241","IA",2015,31.39930328,76.87624486,20,1.7360020465029,20,3.55,130241,13,"R","dhs_train/IA-2015-7-00130241.npz"
"4367","IA-2015-7-00130261","IA",2015,31.97974213,77.52836273,21,1.65426184364381,21,3.71428571428571,130261,13,"R","dhs_train/IA-2015-7-00130261.npz"
"4368","IA-2015-7-00130276","IA",2015,31.69023011,76.28626998,22,1.39739947725316,22,3.90909090909091,130276,13,"R","dhs_train/IA-2015-7-00130276.npz"
"4369","IA-2015-7-00130297","IA",2015,31.41255373,76.87605542,19,1.85109816057011,19,3.47368421052632,130297,13,"R","dhs_train/IA-2015-7-00130297.npz"
"4370","IA-2015-7-00130307","IA",2015,31.59307587,76.70141196,21,1.45100092336489,21,3.71428571428571,130307,13,"R","dhs_train/IA-2015-7-00130307.npz"
"4371","IA-2015-7-00130320","IA",2015,31.76597138,78.61968506,21,1.68709559145256,21,3.85714285714286,130320,13,"R","dhs_train/IA-2015-7-00130320.npz"
"4372","IA-2015-7-00130414","IA",2015,32.26888731,78.10103091,19,-0.302449615343186,19,3.8421052631579,130414,13,"R","dhs_train/IA-2015-7-00130414.npz"
"4373","IA-2015-7-00130429","IA",2015,30.65257259,77.42899942,19,1.0911716434085,19,3.89473684210526,130429,13,"R","dhs_train/IA-2015-7-00130429.npz"
"4374","IA-2015-7-00130443","IA",2015,31.54772632,77.99014128,20,2.06411965627907,20,3.8,130443,13,"R","dhs_train/IA-2015-7-00130443.npz"
"4375","IA-2015-7-00130455","IA",2015,31.68346672,76.47348936,22,2.01701748889899,22,3.95454545454546,130455,13,"R","dhs_train/IA-2015-7-00130455.npz"
"4376","IA-2015-7-00130483","IA",2015,32.4691021,76.27980452,19,1.29508262839241,19,3.26315789473684,130483,13,"R","dhs_train/IA-2015-7-00130483.npz"
"4377","IA-2015-7-00130522","IA",2015,32.1793817,76.21212423,22,-0.248667728565646,22,3.72727272727273,130522,13,"R","dhs_train/IA-2015-7-00130522.npz"
"4378","IA-2015-7-00130539","IA",2015,31.48214941,76.57245852,17,1.97898693118151,17,3.70588235294118,130539,13,"R","dhs_train/IA-2015-7-00130539.npz"
"4379","IA-2015-7-00140015","IA",2015,33.7355660892,74.176156233,22,-0.169867986749749,22,3.27272727272727,140015,14,"R","dhs_train/IA-2015-7-00140015.npz"
"4380","IA-2015-7-00140024","IA",2015,34.2572338857,74.5234554701,21,1.60836188706254,21,3.66666666666667,140024,14,"R","dhs_train/IA-2015-7-00140024.npz"
"4381","IA-2015-7-00140043","IA",2015,34.3971947433,74.6600412858,22,1.78039760796472,22,3.54545454545455,140043,14,"R","dhs_train/IA-2015-7-00140043.npz"
"4382","IA-2015-7-00140049","IA",2015,34.4882811813,74.4398779456,22,0.856696219491462,22,3.95454545454546,140049,14,"R","dhs_train/IA-2015-7-00140049.npz"
"4383","IA-2015-7-00140060","IA",2015,34.2866276811,74.8321588611,22,1.04889354708218,22,3.18181818181818,140060,14,"R","dhs_train/IA-2015-7-00140060.npz"
"4384","IA-2015-7-00140064","IA",2015,33.3685313471,75.1637062923,21,0.976207712421284,21,3.61904761904762,140064,14,"R","dhs_train/IA-2015-7-00140064.npz"
"4385","IA-2015-7-00140078","IA",2015,34.0102530486,78.13943243,21,0.233910447283819,21,3.28571428571429,140078,14,"R","dhs_train/IA-2015-7-00140078.npz"
"4386","IA-2015-7-00140081","IA",2015,34.3885447749,74.6485787069,22,1.12982222193827,22,3.81818181818182,140081,14,"R","dhs_train/IA-2015-7-00140081.npz"
"4387","IA-2015-7-00140103","IA",2015,33.3580421216,74.3100644879,20,1.88256991322061,20,3.9,140103,14,"U","dhs_train/IA-2015-7-00140103.npz"
"4388","IA-2015-7-00140127","IA",2015,34.4549121021,74.1823631435,21,1.35012396508623,21,3.9047619047619,140127,14,"R","dhs_train/IA-2015-7-00140127.npz"
